order_id,payment_type,payment_status,payment_date
163,UPI,Paid,2026-01-17 00:00:00
164,Card,Paid,2026-01-24 00:00:00
165,Card,Paid,2026-01-18 00:00:00
166,Cash,Paid,2026-01-06 00:00:00
167,Cash,Paid,2026-01-22 00:00:00
168,UPI,Pending,2026-01-03 00:00:00
169,Cash,Paid,2026-01-11 00:00:00
170,UPI,Paid,2026-01-18 00:00:00
171,Cash,Paid,2026-01-22 00:00:00
172,Cash,Paid,2026-01-03 00:00:00
173,Cash,Paid,2026-01-04 00:00:00
174,Cash,Paid,2026-01-09 00:00:00
175,Card,Paid,2026-01-17 00:00:00
176,Card,Paid,2026-01-23 00:00:00
177,Card,Paid,2026-01-08 00:00:00
178,Cash,Paid,2026-01-25 00:00:00
179,Cash,Pending,2026-01-22 00:00:00
180,Card,Paid,2026-01-23 00:00:00
181,Cash,Paid,2026-01-10 00:00:00
182,Card,Paid,2026-01-15 00:00:00
183,Cash,Paid,2026-01-27 00:00:00
184,Card,Paid,2026-01-09 00:00:00
185,Cash,Paid,2026-01-15 00:00:00
186,UPI,Paid,2026-01-23 00:00:00
187,UPI,Paid,2026-01-23 00:00:00
188,UPI,Paid,2026-01-11 00:00:00
189,Cash,Paid,2026-01-22 00:00:00
190,Card,Paid,2026-01-23 00:00:00
191,Card,Paid,2026-01-22 00:00:00
192,Cash,Paid,2026-01-07 00:00:00
193,Cash,Paid,2026-01-23 00:00:00
194,UPI,Paid,2026-01-18 00:00:00
195,Cash,Paid,2026-01-27 00:00:00
196,Cash,Paid,2026-01-28 00:00:00
197,Card,Paid,2026-01-18 00:00:00
198,Card,Paid,2026-01-27 00:00:00
199,Card,Pending,2026-01-16 00:00:00
200,Cash,Paid,2026-01-05 00:00:00
201,Cash,Paid,2026-01-09 00:00:00
202,UPI,Paid,2026-01-19 00:00:00
203,Card,Paid,2026-01-10 00:00:00
204,Cash,Paid,2026-01-07 00:00:00
205,Cash,Paid,2026-01-07 00:00:00
206,Card,Paid,2026-01-22 00:00:00
207,Card,Paid,2026-01-30 00:00:00
208,Card,Paid,2026-01-10 00:00:00
209,Card,Paid,2026-01-11 00:00:00
210,Cash,Refunded,2026-01-20 00:00:00
211,Card,Paid,2026-01-02 00:00:00
212,Cash,Paid,2026-01-15 00:00:00
213,Card,Paid,2026-01-20 00:00:00
214,Card,Paid,2026-01-19 00:00:00
215,Cash,Paid,2026-01-21 00:00:00
216,Cash,Paid,2026-01-21 00:00:00
217,Cash,Failed,2026-01-11 00:00:00
218,Cash,Paid,2026-01-05 00:00:00
219,UPI,Paid,2026-01-05 00:00:00
220,UPI,Paid,2026-01-08 00:00:00
221,Card,Paid,2026-01-11 00:00:00
222,Cash,Paid,2026-01-24 00:00:00
223,Card,Paid,2026-01-29 00:00:00
224,Cash,Paid,2026-01-16 00:00:00
225,Cash,Paid,2026-01-13 00:00:00
226,Cash,Paid,2026-01-23 00:00:00
227,Cash,Paid,2026-01-25 00:00:00
228,Cash,Paid,2026-01-16 00:00:00
229,UPI,Pending,2026-01-22 00:00:00
230,Cash,Paid,2026-01-16 00:00:00
231,UPI,Paid,2026-01-29 00:00:00
232,UPI,Paid,2026-01-09 00:00:00
233,UPI,Paid,2026-01-17 00:00:00
234,Card,Pending,2026-01-24 00:00:00
235,UPI,Paid,2026-01-22 00:00:00
236,Cash,Paid,2026-01-27 00:00:00
237,Cash,Paid,2026-01-17 00:00:00
238,Cash,Paid,2026-01-21 00:00:00
239,Cash,Paid,2026-01-03 00:00:00
240,Cash,Refunded,2026-01-28 00:00:00
241,Cash,Paid,2026-01-24 00:00:00
242,UPI,Paid,2026-01-05 00:00:00
243,Cash,Paid,2026-01-28 00:00:00
244,UPI,Paid,2026-01-07 00:00:00
245,Card,Paid,2026-01-06 00:00:00
246,Cash,Paid,2026-01-21 00:00:00
247,UPI,Paid,2026-01-09 00:00:00
248,Card,Paid,2026-01-05 00:00:00
249,Cash,Paid,2026-01-13 00:00:00
250,Cash,Paid,2026-01-25 00:00:00
251,Card,Paid,2026-01-17 00:00:00
252,Card,Paid,2026-01-01 00:00:00
253,Cash,Pending,2026-01-12 00:00:00
254,Card,Paid,2026-01-06 00:00:00
255,UPI,Paid,2026-01-14 00:00:00
256,Cash,Paid,2026-01-23 00:00:00
257,Card,Paid,2026-01-27 00:00:00
258,Cash,Paid,2026-01-13 00:00:00
259,Card,Paid,2026-01-19 00:00:00
260,Card,Paid,2026-01-07 00:00:00
261,Cash,Paid,2026-01-15 00:00:00
262,Cash,Paid,2026-01-11 00:00:00
263,Cash,Paid,2026-01-04 00:00:00
264,Card,Paid,2026-01-20 00:00:00
265,Cash,Paid,2026-01-08 00:00:00
266,Cash,Paid,2026-01-04 00:00:00
267,UPI,Paid,2026-01-13 00:00:00
268,Card,Paid,2026-01-23 00:00:00
269,Card,Paid,2026-01-10 00:00:00
270,Card,Paid,2026-01-10 00:00:00
271,Cash,Paid,2026-01-23 00:00:00
272,Card,Paid,2026-01-19 00:00:00
273,Cash,Paid,2026-01-26 00:00:00
274,Card,Paid,2026-01-04 00:00:00
275,Card,Paid,2026-01-05 00:00:00
276,UPI,Paid,2026-01-21 00:00:00
277,Cash,Paid,2026-01-29 00:00:00
278,Card,Paid,2026-01-04 00:00:00
279,Card,Paid,2026-01-04 00:00:00
280,Cash,Paid,2026-01-26 00:00:00
281,Cash,Paid,2026-01-05 00:00:00
282,Cash,Paid,2026-01-08 00:00:00
283,Card,Paid,2026-01-25 00:00:00
284,Card,Paid,2026-01-24 00:00:00
285,Cash,Paid,2026-01-17 00:00:00
286,Cash,Paid,2026-01-07 00:00:00
287,Card,Paid,2026-01-26 00:00:00
288,UPI,Paid,2026-01-10 00:00:00
289,Cash,Paid,2026-01-14 00:00:00
290,Cash,Pending,2026-01-16 00:00:00
291,Card,Paid,2026-01-10 00:00:00
292,Cash,Paid,2026-01-25 00:00:00
293,Cash,Paid,2026-01-12 00:00:00
294,Card,Paid,2026-01-29 00:00:00
295,UPI,Paid,2026-01-25 00:00:00
296,Card,Paid,2026-01-25 00:00:00
297,Card,Paid,2026-01-23 00:00:00
298,UPI,Paid,2026-01-25 00:00:00
299,Card,Paid,2026-01-26 00:00:00
300,Cash,Paid,2026-01-12 00:00:00
301,Card,Paid,2026-01-24 00:00:00
302,Card,Paid,2026-01-14 00:00:00
303,UPI,Paid,2026-01-28 00:00:00
304,Cash,Paid,2026-01-30 00:00:00
305,Cash,Paid,2026-01-07 00:00:00
306,Cash,Paid,2026-01-03 00:00:00
307,Card,Paid,2026-01-29 00:00:00
308,UPI,Paid,2026-01-03 00:00:00
309,UPI,Paid,2026-01-07 00:00:00
310,Card,Paid,2026-01-05 00:00:00
311,Cash,Paid,2026-01-13 00:00:00
312,Cash,Paid,2026-01-08 00:00:00
313,UPI,Paid,2026-01-16 00:00:00
314,Card,Paid,2026-01-24 00:00:00
315,UPI,Paid,2026-01-12 00:00:00
316,UPI,Paid,2026-01-08 00:00:00
317,Cash,Paid,2026-01-07 00:00:00
318,Cash,Paid,2026-01-07 00:00:00
319,Cash,Paid,2026-01-21 00:00:00
320,Cash,Paid,2026-01-17 00:00:00
321,Cash,Paid,2026-01-23 00:00:00
322,Cash,Paid,2026-01-17 00:00:00
323,Cash,Paid,2026-01-14 00:00:00
324,Card,Paid,2026-01-10 00:00:00
325,Card,Refunded,2026-01-17 00:00:00
326,Card,Paid,2026-01-28 00:00:00
327,UPI,Paid,2026-01-12 00:00:00
328,UPI,Paid,2026-01-09 00:00:00
329,Cash,Paid,2026-01-17 00:00:00
330,UPI,Paid,2026-01-05 00:00:00
331,Card,Paid,2026-01-05 00:00:00
332,Card,Paid,2026-01-24 00:00:00
333,Cash,Paid,2026-01-26 00:00:00
334,UPI,Paid,2026-01-05 00:00:00
335,Cash,Paid,2026-01-09 00:00:00
336,Card,Paid,2026-01-29 00:00:00
337,Cash,Paid,2026-01-13 00:00:00
338,Card,Paid,2026-01-18 00:00:00
339,Card,Paid,2026-01-04 00:00:00
340,Cash,Paid,2026-01-27 00:00:00
341,Card,Pending,2026-01-23 00:00:00
342,Card,Paid,2026-01-07 00:00:00
343,Cash,Paid,2026-01-22 00:00:00
344,Card,Paid,2026-01-25 00:00:00
345,Cash,Paid,2026-01-15 00:00:00
346,Cash,Paid,2026-01-12 00:00:00
347,Card,Paid,2026-01-09 00:00:00
348,Cash,Paid,2026-01-07 00:00:00
349,Cash,Paid,2026-01-03 00:00:00
350,Cash,Paid,2026-01-17 00:00:00
351,UPI,Paid,2026-02-24 00:00:00
352,Card,Paid,2026-02-11 00:00:00
353,UPI,Paid,2026-02-28 00:00:00
354,UPI,Paid,2026-02-21 00:00:00
355,Card,Paid,2026-02-25 00:00:00
356,UPI,Paid,2026-02-04 00:00:00
357,UPI,Paid,2026-02-23 00:00:00
358,Cash,Paid,2026-02-14 00:00:00
359,UPI,Paid,2026-02-27 00:00:00
360,UPI,Paid,2026-02-03 00:00:00
361,UPI,Paid,2026-02-06 00:00:00
362,Card,Paid,2026-02-06 00:00:00
363,Card,Paid,2026-02-10 00:00:00
364,UPI,Paid,2026-02-28 00:00:00
365,Card,Paid,2026-02-02 00:00:00
366,Cash,Paid,2026-03-01 00:00:00
367,UPI,Paid,2026-02-13 00:00:00
368,Card,Paid,2026-02-19 00:00:00
369,Card,Paid,2026-02-22 00:00:00
370,Cash,Paid,2026-02-05 00:00:00
371,Card,Paid,2026-02-21 00:00:00
372,UPI,Paid,2026-02-03 00:00:00
373,Cash,Paid,2026-02-27 00:00:00
374,UPI,Paid,2026-02-01 00:00:00
375,Card,Paid,2026-02-19 00:00:00
376,Card,Paid,2026-02-28 00:00:00
377,UPI,Paid,2026-02-09 00:00:00
378,UPI,Paid,2026-02-05 00:00:00
379,Card,Paid,2026-02-15 00:00:00
380,UPI,Paid,2026-02-07 00:00:00
381,Card,Paid,2026-02-06 00:00:00
382,Card,Paid,2026-02-19 00:00:00
383,Cash,Paid,2026-02-23 00:00:00
384,UPI,Paid,2026-02-15 00:00:00
385,UPI,Paid,2026-02-28 00:00:00
386,Card,Paid,2026-02-08 00:00:00
387,UPI,Paid,2026-02-17 00:00:00
388,UPI,Paid,2026-02-13 00:00:00
389,Cash,Paid,2026-02-25 00:00:00
390,Card,Paid,2026-02-20 00:00:00
391,Card,Paid,2026-02-04 00:00:00
392,Card,Paid,2026-02-28 00:00:00
393,Card,Paid,2026-02-02 00:00:00
394,Card,Paid,2026-02-20 00:00:00
395,Cash,Paid,2026-02-07 00:00:00
396,Card,Paid,2026-02-14 00:00:00
397,UPI,Paid,2026-02-02 00:00:00
398,UPI,Paid,2026-02-07 00:00:00
399,UPI,Paid,2026-02-23 00:00:00
400,UPI,Paid,2026-02-01 00:00:00
401,Cash,Paid,2026-02-19 00:00:00
402,Card,Paid,2026-02-02 00:00:00
403,Cash,Paid,2026-02-26 00:00:00
404,UPI,Paid,2026-02-23 00:00:00
405,Card,Paid,2026-02-27 00:00:00
406,Cash,Paid,2026-02-04 00:00:00
407,Card,Paid,2026-02-12 00:00:00
408,Card,Paid,2026-02-22 00:00:00
409,UPI,Paid,2026-02-16 00:00:00
410,Card,Paid,2026-03-01 00:00:00
411,UPI,Paid,2026-02-09 00:00:00
412,UPI,Paid,2026-02-03 00:00:00
413,Card,Paid,2026-02-16 00:00:00
414,Card,Paid,2026-02-14 00:00:00
415,UPI,Paid,2026-02-21 00:00:00
416,Card,Paid,2026-02-13 00:00:00
417,Card,Paid,2026-02-12 00:00:00
418,UPI,Paid,2026-02-20 00:00:00
419,UPI,Paid,2026-02-21 00:00:00
420,Card,Paid,2026-02-13 00:00:00
421,Card,Paid,2026-02-19 00:00:00
422,UPI,Paid,2026-02-19 00:00:00
423,Card,Paid,2026-02-20 00:00:00
424,UPI,Paid,2026-02-27 00:00:00
425,Card,Paid,2026-03-01 00:00:00
426,Cash,Paid,2026-02-04 00:00:00
427,Card,Paid,2026-02-18 00:00:00
428,Card,Paid,2026-02-24 00:00:00
429,UPI,Pending,2026-02-12 00:00:00
430,Card,Paid,2026-02-13 00:00:00
431,UPI,Paid,2026-02-21 00:00:00
432,UPI,Paid,2026-02-26 00:00:00
433,UPI,Paid,2026-03-01 00:00:00
434,Cash,Paid,2026-02-26 00:00:00
435,UPI,Paid,2026-02-04 00:00:00
436,Card,Paid,2026-02-25 00:00:00
437,UPI,Paid,2026-02-04 00:00:00
438,Card,Paid,2026-02-03 00:00:00
439,Card,Paid,2026-02-26 00:00:00
440,Card,Paid,2026-02-06 00:00:00
441,UPI,Paid,2026-02-14 00:00:00
442,Cash,Paid,2026-02-14 00:00:00
443,UPI,Paid,2026-02-20 00:00:00
444,Card,Paid,2026-02-21 00:00:00
445,UPI,Paid,2026-02-16 00:00:00
446,UPI,Paid,2026-02-16 00:00:00
447,Card,Paid,2026-02-20 00:00:00
448,UPI,Paid,2026-02-21 00:00:00
449,UPI,Paid,2026-02-23 00:00:00
450,Cash,Paid,2026-02-16 00:00:00
451,Card,Paid,2026-02-20 00:00:00
452,UPI,Paid,2026-02-13 00:00:00
453,Card,Paid,2026-02-03 00:00:00
454,Cash,Paid,2026-02-22 00:00:00
455,Card,Paid,2026-02-28 00:00:00
456,Card,Paid,2026-02-05 00:00:00
457,Card,Paid,2026-02-24 00:00:00
458,UPI,Paid,2026-02-05 00:00:00
459,UPI,Paid,2026-02-15 00:00:00
460,UPI,Paid,2026-02-21 00:00:00
461,Card,Paid,2026-03-01 00:00:00
462,UPI,Paid,2026-02-10 00:00:00
463,Cash,Paid,2026-02-10 00:00:00
464,Card,Paid,2026-02-23 00:00:00
465,UPI,Paid,2026-02-24 00:00:00
466,UPI,Paid,2026-02-05 00:00:00
467,UPI,Pending,2026-02-12 00:00:00
468,UPI,Paid,2026-02-24 00:00:00
469,Card,Paid,2026-02-20 00:00:00
470,UPI,Paid,2026-02-10 00:00:00
471,Card,Paid,2026-02-03 00:00:00
472,UPI,Paid,2026-02-13 00:00:00
473,UPI,Paid,2026-02-02 00:00:00
474,Cash,Paid,2026-02-22 00:00:00
475,UPI,Paid,2026-02-10 00:00:00
476,Card,Failed,2026-02-06 00:00:00
477,Cash,Paid,2026-02-11 00:00:00
478,Card,Paid,2026-02-12 00:00:00
479,Cash,Paid,2026-02-24 00:00:00
480,UPI,Paid,2026-02-28 00:00:00
481,Card,Paid,2026-02-07 00:00:00
482,Card,Paid,2026-02-16 00:00:00
483,Card,Paid,2026-02-21 00:00:00
484,Card,Paid,2026-02-07 00:00:00
485,UPI,Paid,2026-02-17 00:00:00
486,UPI,Paid,2026-02-10 00:00:00
487,Cash,Paid,2026-02-21 00:00:00
488,Card,Paid,2026-02-02 00:00:00
489,UPI,Refunded,2026-02-15 00:00:00
490,UPI,Paid,2026-02-16 00:00:00
491,Cash,Paid,2026-02-22 00:00:00
492,Cash,Paid,2026-03-02 00:00:00
493,UPI,Paid,2026-02-19 00:00:00
494,UPI,Paid,2026-02-02 00:00:00
495,UPI,Paid,2026-02-21 00:00:00
496,Card,Paid,2026-02-09 00:00:00
497,UPI,Paid,2026-02-28 00:00:00
498,UPI,Paid,2026-02-12 00:00:00
499,UPI,Paid,2026-02-18 00:00:00
500,Cash,Paid,2026-02-03 00:00:00
501,Card,Paid,2026-02-18 00:00:00
502,Cash,Paid,2026-02-09 00:00:00
503,Card,Paid,2026-02-17 00:00:00
504,Card,Paid,2026-02-08 00:00:00
505,UPI,Paid,2026-02-12 00:00:00
506,Card,Paid,2026-02-22 00:00:00
507,Card,Paid,2026-02-14 00:00:00
508,Cash,Paid,2026-02-26 00:00:00
509,Card,Pending,2026-02-24 00:00:00
510,Card,Paid,2026-02-28 00:00:00
511,Card,Paid,2026-02-25 00:00:00
512,UPI,Paid,2026-02-26 00:00:00
513,Cash,Paid,2026-02-22 00:00:00
514,UPI,Paid,2026-02-14 00:00:00
515,Card,Paid,2026-02-19 00:00:00
516,UPI,Paid,2026-02-09 00:00:00
517,Cash,Paid,2026-02-13 00:00:00
518,UPI,Paid,2026-02-03 00:00:00
519,UPI,Paid,2026-02-17 00:00:00
520,Cash,Paid,2026-02-19 00:00:00
521,Card,Paid,2026-02-16 00:00:00
522,Cash,Failed,2026-02-04 00:00:00
523,Card,Paid,2026-02-05 00:00:00
524,Cash,Paid,2026-02-26 00:00:00
525,Card,Paid,2026-02-04 00:00:00
526,UPI,Paid,2026-02-26 00:00:00
527,UPI,Paid,2026-02-04 00:00:00
528,Card,Paid,2026-02-11 00:00:00
529,UPI,Paid,2026-02-14 00:00:00
530,UPI,Paid,2026-02-19 00:00:00
531,UPI,Pending,2026-02-08 00:00:00
532,Card,Paid,2026-02-09 00:00:00
533,Card,Paid,2026-02-18 00:00:00
534,UPI,Paid,2026-02-25 00:00:00
535,UPI,Paid,2026-02-16 00:00:00
536,UPI,Failed,2026-02-08 00:00:00
537,UPI,Paid,2026-02-10 00:00:00
538,Card,Paid,2026-02-11 00:00:00
539,UPI,Paid,2026-02-09 00:00:00
540,Card,Paid,2026-02-16 00:00:00
541,Cash,Paid,2026-02-22 00:00:00
542,UPI,Paid,2026-02-10 00:00:00
543,Card,Paid,2026-02-26 00:00:00
544,UPI,Paid,2026-02-02 00:00:00
545,Card,Paid,2026-02-17 00:00:00
546,Card,Paid,2026-02-24 00:00:00
547,UPI,Paid,2026-02-26 00:00:00
548,UPI,Paid,2026-02-14 00:00:00
549,UPI,Paid,2026-02-10 00:00:00
550,UPI,Paid,2026-02-03 00:00:00
551,Cash,Paid,2026-02-24 00:00:00
552,UPI,Paid,2026-02-13 00:00:00
553,Card,Paid,2026-02-25 00:00:00
554,UPI,Paid,2026-02-16 00:00:00
555,UPI,Paid,2026-02-09 00:00:00
556,Card,Paid,2026-02-20 00:00:00
557,Card,Paid,2026-02-14 00:00:00
558,UPI,Paid,2026-02-07 00:00:00
559,UPI,Paid,2026-02-17 00:00:00
560,Cash,Paid,2026-02-10 00:00:00
561,Cash,Paid,2026-03-02 00:00:00
562,UPI,Paid,2026-02-07 00:00:00
563,Cash,Paid,2026-02-03 00:00:00
564,Cash,Paid,2026-02-17 00:00:00
565,UPI,Paid,2026-02-27 00:00:00
566,UPI,Paid,2026-02-05 00:00:00
567,Card,Paid,2026-02-25 00:00:00
568,Cash,Paid,2026-02-07 00:00:00
569,UPI,Paid,2026-02-03 00:00:00
570,Cash,Paid,2026-02-27 00:00:00
571,Cash,Paid,2026-02-07 00:00:00
572,Card,Paid,2026-02-28 00:00:00
573,Card,Paid,2026-02-26 00:00:00
574,Cash,Paid,2026-02-23 00:00:00
575,Card,Paid,2026-02-22 00:00:00
576,UPI,Paid,2026-02-02 00:00:00
577,Card,Paid,2026-02-26 00:00:00
578,Card,Paid,2026-02-17 00:00:00
579,Cash,Paid,2026-02-22 00:00:00
580,Card,Paid,2026-02-11 00:00:00
581,UPI,Paid,2026-02-17 00:00:00
582,Card,Paid,2026-02-05 00:00:00
583,UPI,Paid,2026-02-11 00:00:00
584,Card,Paid,2026-02-13 00:00:00
585,UPI,Paid,2026-02-09 00:00:00
586,Cash,Paid,2026-02-21 00:00:00
587,UPI,Paid,2026-02-19 00:00:00
588,UPI,Paid,2026-02-09 00:00:00
589,UPI,Paid,2026-02-16 00:00:00
590,Card,Paid,2026-02-08 00:00:00
591,UPI,Paid,2026-02-04 00:00:00
592,Cash,Failed,2026-02-12 00:00:00
593,UPI,Paid,2026-02-14 00:00:00
594,Cash,Paid,2026-02-20 00:00:00
595,Cash,Paid,2026-02-28 00:00:00
596,UPI,Paid,2026-02-09 00:00:00
597,Card,Paid,2026-02-05 00:00:00
598,Cash,Paid,2026-02-01 00:00:00
599,UPI,Paid,2026-02-17 00:00:00
600,UPI,Paid,2026-02-20 00:00:00
601,Cash,Paid,2026-02-28 00:00:00
602,Card,Paid,2026-02-16 00:00:00
603,UPI,Paid,2026-02-26 00:00:00
604,Card,Paid,2026-02-27 00:00:00
605,UPI,Paid,2026-02-26 00:00:00
606,Card,Paid,2026-02-08 00:00:00
607,Cash,Paid,2026-02-15 00:00:00
608,UPI,Paid,2026-02-05 00:00:00
609,UPI,Paid,2026-03-01 00:00:00
610,Card,Paid,2026-02-20 00:00:00
611,Cash,Paid,2026-02-06 00:00:00
612,Card,Paid,2026-02-17 00:00:00
613,Cash,Paid,2026-02-07 00:00:00
614,UPI,Paid,2026-02-04 00:00:00
615,Card,Paid,2026-02-26 00:00:00
616,UPI,Paid,2026-02-10 00:00:00
