order_id,product_id,qty,warehouse_id,discount,unit_price
68,190,1,WH005,8.36,3448.75
69,127,1,WH004,3.97,4218.75
69,2,1,WH003,3.97,4421.25
70,143,2,WH001,5.81,3216.25
70,126,1,WH005,5.81,3383.75
70,109,1,WH002,5.81,1635.0
71,72,2,WH002,8.81,6150.0
72,55,2,WH001,3.33,1718.75
73,99,1,WH004,2.78,3202.5
73,66,1,WH004,2.78,5418.75
73,103,1,WH001,2.78,3536.25
74,190,1,WH001,8.94,3448.75
74,167,1,WH001,8.94,4735.0
75,126,1,WH002,2.15,3383.75
76,21,1,WH002,0.32,1895.0
76,172,1,WH005,0.32,5568.75
76,156,1,WH002,0.32,1162.5
77,127,1,WH001,2.54,4218.75
77,110,1,WH002,2.54,1886.25
77,30,2,WH003,2.54,1993.75
78,27,1,WH005,3.51,1006.25
78,181,2,WH001,3.51,4837.5
78,147,2,WH005,3.51,1667.5
79,17,1,WH001,0.82,1891.25
79,56,2,WH001,0.82,5947.5
80,143,1,WH003,9.71,3216.25
81,180,1,WH005,9.38,1368.75
82,70,2,WH005,4.2,3936.25
82,84,2,WH003,4.2,4798.75
82,145,2,WH001,4.2,4057.5
83,129,1,WH004,6.66,4472.5
83,34,2,WH003,6.66,231.25
83,88,2,WH004,6.66,2618.75
84,90,1,WH004,7.73,3583.75
84,67,1,WH005,7.73,2033.75
84,71,1,WH003,7.73,3993.75
85,117,2,WH004,3.1,175.0
85,46,2,WH002,3.1,2165.0
86,100,1,WH005,7.03,5491.25
86,89,1,WH001,7.03,3946.25
87,162,2,WH001,0.69,5102.5
87,121,2,WH004,0.69,4160.0
88,176,2,WH002,19.66,2147.5
89,100,2,WH002,0.6,5491.25
90,79,1,WH003,8.84,1150.0
91,173,2,WH004,9.59,943.75
91,167,1,WH001,9.59,4735.0
91,102,2,WH004,9.59,1455.0
92,41,1,WH003,6.48,3063.75
92,128,1,WH002,6.48,3023.75
92,23,1,WH003,6.48,2927.5
93,191,2,WH001,5.76,488.75
93,1,2,WH005,5.76,1472.5
94,28,2,WH001,2.26,4865.0
95,59,2,WH002,4.54,3628.75
95,197,1,WH002,4.54,1415.0
96,157,1,WH003,0.08,4266.25
96,170,1,WH002,0.08,3860.0
97,22,1,WH005,5.03,157.5
98,71,1,WH003,3.63,3993.75
99,68,1,WH004,15.12,1556.25
99,124,1,WH003,15.12,2610.0
100,38,1,WH001,9.65,2081.25
100,56,2,WH005,9.65,5947.5
101,28,1,WH001,0.4,4865.0
101,175,2,WH002,0.4,6167.5
101,80,1,WH004,0.4,3790.0
102,174,2,WH003,9.05,195.0
102,130,2,WH004,9.05,4157.5
103,197,2,WH005,7.09,1415.0
104,127,1,WH003,3.79,4218.75
104,80,2,WH002,3.79,3790.0
104,33,2,WH002,3.79,330.0
105,194,1,WH005,3.4,4181.25
105,7,2,WH001,3.4,295.0
105,64,2,WH003,3.4,4913.75
106,121,1,WH001,2.55,4160.0
107,97,1,WH005,1.9,416.25
107,33,2,WH003,1.9,330.0
108,171,1,WH001,0.4,1956.25
108,161,2,WH003,0.4,4780.0
109,143,2,WH005,4.56,3216.25
109,49,1,WH003,4.56,1071.25
109,199,1,WH004,4.56,5177.5
110,183,1,WH003,9.21,3906.25
110,68,1,WH001,9.21,1556.25
111,74,2,WH002,1.39,1195.0
112,119,2,WH003,1.76,1147.5
112,53,1,WH001,1.76,1870.0
113,175,2,WH002,4.05,6167.5
114,43,2,WH005,4.66,5910.0
114,120,1,WH001,4.66,5755.0
114,7,1,WH002,4.66,295.0
115,128,2,WH005,8.0,3023.75
115,180,2,WH005,8.0,1368.75
116,24,2,WH005,7.62,3715.0
116,104,1,WH002,7.62,1050.0
116,30,2,WH005,7.62,1993.75
117,57,1,WH004,2.28,4567.5
118,42,1,WH002,1.07,2981.25
119,113,1,WH003,0.2,2206.25
119,116,1,WH001,0.2,5811.25
119,80,1,WH004,0.2,3790.0
120,66,1,WH004,4.29,5418.75
120,5,1,WH004,4.29,1122.5
120,99,2,WH003,4.29,3202.5
121,36,1,WH005,9.81,956.25
121,40,1,WH002,9.81,670.0
122,55,2,WH005,2.91,1718.75
123,67,1,WH005,0.67,2033.75
123,53,1,WH001,0.67,1870.0
124,111,1,WH001,2.93,3273.75
124,103,2,WH004,2.93,3536.25
124,9,2,WH005,2.93,1857.5
125,68,1,WH003,1.26,1556.25
126,134,2,WH004,0.46,2395.0
126,90,1,WH002,0.46,3583.75
126,67,1,WH001,0.46,2033.75
127,23,2,WH001,2.79,2927.5
127,79,1,WH004,2.79,1150.0
128,187,2,WH005,16.89,1955.0
129,147,2,WH002,3.55,1667.5
129,19,1,WH004,3.55,2158.75
129,147,1,WH001,3.55,1667.5
130,148,2,WH002,1.97,3310.0
130,126,2,WH004,1.97,3383.75
130,110,2,WH004,1.97,1886.25
131,54,2,WH001,2.13,6117.5
131,125,2,WH005,2.13,4093.75
131,19,2,WH002,2.13,2158.75
132,77,1,WH004,3.26,4993.75
132,126,1,WH002,3.26,3383.75
132,52,1,WH004,3.26,5480.0
133,21,1,WH005,5.47,1895.0
134,192,1,WH004,1.42,1267.5
134,65,2,WH005,1.42,446.25
135,1,2,WH001,0.06,1472.5
135,99,2,WH004,0.06,3202.5
135,181,1,WH003,0.06,4837.5
136,23,2,WH004,2.85,2927.5
136,58,1,WH004,2.85,3080.0
136,117,2,WH004,2.85,175.0
137,101,1,WH001,2.92,5940.0
138,58,1,WH001,2.16,3080.0
139,41,2,WH003,7.19,3063.75
139,159,2,WH001,7.19,1442.5
139,171,2,WH003,7.19,1956.25
140,126,2,WH001,3.84,3383.75
141,120,2,WH002,3.09,5755.0
141,161,1,WH004,3.09,4780.0
141,2,2,WH005,3.09,4421.25
142,176,2,WH001,4.34,2147.5
142,9,2,WH005,4.34,1857.5
142,122,1,WH003,4.34,2300.0
143,55,1,WH004,1.47,1718.75
143,71,2,WH004,1.47,3993.75
143,14,1,WH004,1.47,2100.0
144,196,2,WH005,2.12,5602.5
144,101,2,WH003,2.12,5940.0
144,133,2,WH004,2.12,6130.0
145,114,1,WH003,1.33,1047.5
145,91,1,WH003,1.33,4232.5
145,114,2,WH003,1.33,1047.5
146,94,1,WH004,0.12,4435.0
146,127,1,WH005,0.12,4218.75
147,135,2,WH003,4.16,1948.75
147,59,2,WH003,4.16,3628.75
147,7,1,WH004,4.16,295.0
148,124,1,WH003,8.86,2610.0
149,104,1,WH002,1.86,1050.0
149,185,1,WH002,1.86,3157.5
149,105,2,WH003,1.86,1572.5
150,8,2,WH002,4.06,3365.0
150,118,1,WH001,4.06,1756.25
151,99,1,WH002,0.01,3202.5
151,181,2,WH001,0.01,4837.5
152,133,1,WH005,7.04,6130.0
153,102,2,WH003,4.45,1455.0
154,64,1,WH002,3.73,4913.75
154,125,1,WH005,3.73,4093.75
155,14,2,WH001,11.47,2100.0
155,14,1,WH001,11.47,2100.0
155,46,2,WH004,11.47,2165.0
156,84,1,WH004,4.37,4798.75
156,77,2,WH005,4.37,4993.75
156,119,2,WH005,4.37,1147.5
157,6,2,WH001,4.32,2966.25
158,96,2,WH004,18.62,4227.5
158,136,1,WH003,18.62,3903.75
159,165,1,WH004,8.79,4476.25
159,9,1,WH004,8.79,1857.5
159,8,2,WH005,8.79,3365.0
160,163,1,WH002,2.4,4237.5
161,56,1,WH002,4.61,5947.5
161,49,2,WH004,4.61,1071.25
162,173,1,WH002,4.83,943.75
162,64,2,WH004,4.83,4913.75
162,129,2,WH001,4.83,4472.5
163,195,1,WH004,2.89,1918.75
163,165,2,WH001,2.89,4476.25
164,117,1,WH005,7.48,175.0
165,51,1,WH002,1.34,3847.5
165,66,2,WH004,1.34,5418.75
165,55,2,WH003,1.34,1718.75
166,159,1,WH004,18.78,1442.5
166,48,1,WH005,18.78,4626.25
167,130,1,WH004,4.35,4157.5
167,66,1,WH001,4.35,5418.75
167,110,2,WH005,4.35,1886.25
168,11,2,WH005,4.97,270.0
168,56,1,WH002,4.97,5947.5
169,96,2,WH001,3.13,4227.5
169,183,2,WH002,3.13,3906.25
170,41,1,WH001,8.72,3063.75
171,98,1,WH002,16.22,5368.75
171,6,1,WH002,16.22,2966.25
171,92,2,WH003,16.22,535.0
172,165,1,WH003,7.2,4476.25
173,54,1,WH001,3.41,6117.5
174,24,2,WH001,6.79,3715.0
174,6,2,WH002,6.79,2966.25
174,52,1,WH005,6.79,5480.0
175,33,1,WH003,4.67,330.0
175,136,1,WH001,4.67,3903.75
176,74,2,WH002,1.49,1195.0
176,133,2,WH004,1.49,6130.0
177,135,1,WH003,2.93,1948.75
178,27,2,WH001,6.18,1006.25
178,138,1,WH004,6.18,141.25
179,71,1,WH005,2.18,3993.75
180,93,2,WH004,0.92,5316.25
180,176,2,WH005,0.92,2147.5
181,152,1,WH002,4.53,4202.5
181,14,1,WH005,4.53,2100.0
182,68,2,WH004,18.45,1556.25
182,27,2,WH001,18.45,1006.25
183,190,1,WH003,1.41,3448.75
183,189,1,WH005,1.41,303.75
183,147,1,WH003,1.41,1667.5
184,7,2,WH004,19.17,295.0
185,199,1,WH003,3.49,5177.5
185,86,1,WH001,3.49,4578.75
185,130,1,WH002,3.49,4157.5
186,116,2,WH004,3.84,5811.25
186,70,2,WH005,3.84,3936.25
187,132,2,WH002,0.63,5125.0
188,158,1,WH001,2.98,1771.25
188,127,1,WH003,2.98,4218.75
189,80,2,WH004,2.74,3790.0
189,68,1,WH004,2.74,1556.25
190,169,2,WH001,3.94,3555.0
190,40,2,WH003,3.94,670.0
191,111,2,WH003,3.88,3273.75
192,40,1,WH004,11.24,670.0
192,38,2,WH004,11.24,2081.25
193,178,1,WH003,4.74,621.25
193,27,2,WH001,4.74,1006.25
194,75,2,WH003,2.78,3798.75
194,160,2,WH003,2.78,5316.25
195,170,1,WH002,4.96,3860.0
195,96,2,WH004,4.96,4227.5
196,78,1,WH001,3.79,3572.5
196,129,2,WH001,3.79,4472.5
197,175,2,WH005,4.55,6167.5
197,83,1,WH001,4.55,347.5
198,143,2,WH001,1.12,3216.25
199,108,1,WH005,8.34,132.5
200,166,1,WH001,7.73,1311.25
200,9,2,WH003,7.73,1857.5
200,196,1,WH005,7.73,5602.5
201,104,2,WH001,0.22,1050.0
202,182,1,WH005,8.67,637.5
202,111,1,WH004,8.67,3273.75
202,151,1,WH002,8.67,1962.5
203,115,1,WH001,2.8,2630.0
203,144,1,WH005,2.8,1075.0
203,77,2,WH004,2.8,4993.75
204,64,2,WH002,2.16,4913.75
204,190,1,WH005,2.16,3448.75
205,191,2,WH004,1.47,488.75
206,8,2,WH004,1.53,3365.0
206,166,1,WH002,1.53,1311.25
207,153,2,WH005,1.2,5422.5
207,24,2,WH004,1.2,3715.0
208,100,2,WH001,11.69,5491.25
208,79,2,WH004,11.69,1150.0
208,157,1,WH005,11.69,4266.25
209,112,2,WH003,1.65,2015.0
209,168,1,WH002,1.65,3942.5
210,150,1,WH005,1.89,2797.5
210,145,2,WH003,1.89,4057.5
210,197,2,WH004,1.89,1415.0
211,32,1,WH002,4.79,3375.0
212,162,1,WH003,8.86,5102.5
212,99,2,WH002,8.86,3202.5
212,48,1,WH002,8.86,4626.25
213,14,2,WH001,3.87,2100.0
213,53,2,WH004,3.87,1870.0
213,78,2,WH004,3.87,3572.5
214,99,2,WH004,13.28,3202.5
214,170,2,WH003,13.28,3860.0
215,14,2,WH003,8.39,2100.0
215,18,1,WH004,8.39,580.0
215,164,2,WH004,8.39,682.5
216,107,1,WH002,1.07,1817.5
216,120,1,WH003,1.07,5755.0
217,65,2,WH002,0.96,446.25
217,11,1,WH003,0.96,270.0
218,117,1,WH003,2.22,175.0
218,36,1,WH002,2.22,956.25
219,89,1,WH003,4.86,3946.25
219,105,2,WH001,4.86,1572.5
219,61,1,WH003,4.86,2878.75
220,68,1,WH002,5.44,1556.25
220,48,2,WH004,5.44,4626.25
220,106,1,WH002,5.44,4821.25
221,72,1,WH002,0.24,6150.0
221,53,1,WH001,0.24,1870.0
221,103,1,WH005,0.24,3536.25
222,39,1,WH005,0.19,1483.75
223,76,2,WH003,3.89,1750.0
223,159,1,WH003,3.89,1442.5
223,34,2,WH001,3.89,231.25
224,29,2,WH002,0.48,1315.0
224,82,1,WH001,0.48,5723.75
225,190,2,WH001,2.4,3448.75
225,57,1,WH004,2.4,4567.5
226,141,2,WH003,0.54,5243.75
227,115,1,WH002,1.41,2630.0
228,64,1,WH002,2.22,4913.75
229,52,2,WH001,0.88,5480.0
230,196,1,WH003,0.11,5602.5
230,117,2,WH003,0.11,175.0
230,87,1,WH004,0.11,4213.75
231,162,2,WH001,1.21,5102.5
231,37,2,WH003,1.21,2651.25
231,29,1,WH001,1.21,1315.0
232,141,2,WH001,19.23,5243.75
232,110,1,WH003,19.23,1886.25
232,119,1,WH001,19.23,1147.5
233,117,1,WH002,4.25,175.0
234,195,1,WH001,9.02,1918.75
234,162,2,WH003,9.02,5102.5
234,136,2,WH005,9.02,3903.75
235,15,2,WH005,2.37,1635.0
235,76,1,WH002,2.37,1750.0
236,46,2,WH003,0.74,2165.0
237,85,1,WH005,4.64,6022.5
237,7,1,WH001,4.64,295.0
237,78,1,WH001,4.64,3572.5
238,26,1,WH005,8.9,5942.5
239,107,1,WH002,1.24,1817.5
239,2,2,WH004,1.24,4421.25
239,182,2,WH003,1.24,637.5
240,139,2,WH001,2.89,4201.25
241,9,1,WH001,9.65,1857.5
241,119,1,WH003,9.65,1147.5
242,160,1,WH005,3.52,5316.25
242,175,1,WH002,3.52,6167.5
243,115,2,WH004,7.35,2630.0
243,136,1,WH004,7.35,3903.75
243,97,2,WH003,7.35,416.25
244,177,1,WH001,1.18,4783.75
244,196,1,WH001,1.18,5602.5
244,176,2,WH003,1.18,2147.5
245,49,1,WH001,17.69,1071.25
245,125,1,WH004,17.69,4093.75
245,74,2,WH001,17.69,1195.0
246,99,2,WH003,6.5,3202.5
246,91,1,WH003,6.5,4232.5
246,147,1,WH003,6.5,1667.5
247,67,2,WH002,5.03,2033.75
247,4,2,WH005,5.03,762.5
248,47,2,WH001,4.71,3145.0
248,149,1,WH004,4.71,5046.25
248,7,1,WH004,4.71,295.0
249,132,1,WH001,2.81,5125.0
250,151,1,WH005,18.38,1962.5
250,72,1,WH005,18.38,6150.0
251,128,2,WH002,19.95,3023.75
252,119,2,WH004,16.9,1147.5
252,127,1,WH001,16.9,4218.75
252,72,2,WH002,16.9,6150.0
253,110,2,WH003,2.82,1886.25
254,153,2,WH004,8.18,5422.5
255,39,1,WH003,18.17,1483.75
255,31,1,WH003,18.17,1008.75
255,103,1,WH005,18.17,3536.25
256,172,1,WH003,2.65,5568.75
256,12,1,WH004,2.65,4252.5
256,92,1,WH004,2.65,535.0
257,122,1,WH003,2.08,2300.0
257,139,1,WH005,2.08,4201.25
257,34,1,WH004,2.08,231.25
258,156,1,WH003,2.5,1162.5
258,158,2,WH005,2.5,1771.25
259,152,2,WH001,3.02,4202.5
259,46,2,WH002,3.02,2165.0
260,98,2,WH004,0.31,5368.75
261,23,2,WH005,0.56,2927.5
261,148,1,WH002,0.56,3310.0
262,196,2,WH005,5.38,5602.5
262,56,1,WH003,5.38,5947.5
262,165,2,WH005,5.38,4476.25
263,61,2,WH003,6.87,2878.75
263,46,2,WH002,6.87,2165.0
264,65,2,WH005,4.78,446.25
264,32,1,WH002,4.78,3375.0
264,143,1,WH004,4.78,3216.25
265,32,2,WH002,3.73,3375.0
265,147,1,WH002,3.73,1667.5
266,111,2,WH001,7.3,3273.75
266,63,2,WH004,7.3,2768.75
266,96,1,WH003,7.3,4227.5
267,200,1,WH004,3.62,2937.5
267,77,1,WH001,3.62,4993.75
268,53,2,WH002,8.2,1870.0
268,129,1,WH001,8.2,4472.5
269,118,1,WH001,0.7,1756.25
269,159,2,WH005,0.7,1442.5
269,9,1,WH004,0.7,1857.5
270,107,1,WH005,13.52,1817.5
270,66,1,WH002,13.52,5418.75
270,148,1,WH004,13.52,3310.0
271,138,2,WH003,9.03,141.25
272,149,2,WH003,8.87,5046.25
273,38,2,WH005,0.08,2081.25
274,39,1,WH001,9.21,1483.75
274,28,1,WH005,9.21,4865.0
275,160,1,WH002,9.47,5316.25
275,40,1,WH003,9.47,670.0
275,115,2,WH002,9.47,2630.0
276,84,2,WH001,0.5,4798.75
277,24,2,WH003,0.27,3715.0
277,176,1,WH004,0.27,2147.5
278,42,1,WH002,1.42,2981.25
278,32,1,WH003,1.42,3375.0
279,37,1,WH005,3.48,2651.25
279,73,1,WH004,3.48,3425.0
279,22,2,WH002,3.48,157.5
280,160,2,WH003,9.57,5316.25
280,121,1,WH001,9.57,4160.0
281,20,1,WH004,7.63,5300.0
281,148,2,WH001,7.63,3310.0
281,101,1,WH003,7.63,5940.0
282,1,1,WH002,3.7,1472.5
283,132,1,WH005,5.34,5125.0
283,87,2,WH003,5.34,4213.75
284,50,1,WH002,1.35,3761.25
284,112,2,WH003,1.35,2015.0
285,153,1,WH003,4.9,5422.5
285,111,2,WH005,4.9,3273.75
286,122,1,WH005,6.87,2300.0
286,16,2,WH002,6.87,2855.0
286,189,2,WH005,6.87,303.75
287,27,2,WH002,8.22,1006.25
288,29,2,WH001,0.56,1315.0
288,193,1,WH002,0.56,498.75
288,132,2,WH004,0.56,5125.0
289,44,2,WH003,1.42,4363.75
290,116,2,WH001,5.15,5811.25
290,39,1,WH005,5.15,1483.75
290,130,2,WH003,5.15,4157.5
291,94,2,WH005,1.96,4435.0
291,19,1,WH004,1.96,2158.75
291,48,1,WH002,1.96,4626.25
292,27,2,WH003,4.75,1006.25
292,70,1,WH003,4.75,3936.25
293,25,1,WH002,8.27,3621.25
293,16,2,WH002,8.27,2855.0
293,56,1,WH003,8.27,5947.5
294,140,2,WH001,1.45,2480.0
295,102,1,WH004,4.61,1455.0
295,123,1,WH002,4.61,3977.5
295,200,1,WH001,4.61,2937.5
296,109,2,WH001,6.21,1635.0
297,159,1,WH005,3.86,1442.5
297,193,2,WH004,3.86,498.75
298,180,2,WH004,4.86,1368.75
299,75,1,WH001,1.69,3798.75
299,62,1,WH001,1.69,5380.0
299,95,1,WH001,1.69,2882.5
300,38,2,WH004,4.31,2081.25
300,36,2,WH003,4.31,956.25
300,47,2,WH003,4.31,3145.0
301,152,1,WH005,9.94,4202.5
301,46,2,WH004,9.94,2165.0
301,193,1,WH005,9.94,498.75
302,142,1,WH005,3.29,577.5
302,148,1,WH004,3.29,3310.0
302,166,1,WH002,3.29,1311.25
303,123,1,WH003,2.58,3977.5
303,47,1,WH003,2.58,3145.0
304,158,2,WH005,0.4,1771.25
305,152,1,WH001,3.41,4202.5
305,167,1,WH003,3.41,4735.0
306,121,1,WH004,1.73,4160.0
307,77,2,WH005,4.59,4993.75
307,157,2,WH002,4.59,4266.25
307,89,2,WH004,4.59,3946.25
308,61,1,WH003,3.84,2878.75
309,190,2,WH003,2.76,3448.75
309,192,1,WH002,2.76,1267.5
310,49,1,WH003,0.98,1071.25
311,169,2,WH001,2.07,3555.0
311,192,1,WH001,2.07,1267.5
311,153,2,WH004,2.07,5422.5
312,194,2,WH005,1.15,4181.25
312,3,2,WH001,1.15,698.75
313,67,1,WH004,11.41,2033.75
314,11,1,WH002,18.68,270.0
314,56,1,WH002,18.68,5947.5
315,146,1,WH003,3.27,1966.25
315,79,2,WH003,3.27,1150.0
315,36,1,WH001,3.27,956.25
316,194,2,WH002,7.12,4181.25
316,19,1,WH003,7.12,2158.75
316,156,1,WH002,7.12,1162.5
317,42,1,WH001,2.52,2981.25
317,111,2,WH005,2.52,3273.75
317,67,1,WH001,2.52,2033.75
318,63,2,WH003,9.01,2768.75
318,141,2,WH001,9.01,5243.75
318,174,1,WH001,9.01,195.0
319,7,1,WH004,3.53,295.0
320,141,2,WH005,7.12,5243.75
321,73,2,WH001,3.8,3425.0
322,80,2,WH003,0.94,3790.0
322,55,1,WH003,0.94,1718.75
323,12,1,WH003,5.33,4252.5
323,102,1,WH001,5.33,1455.0
324,94,2,WH004,1.17,4435.0
325,38,1,WH002,3.8,2081.25
325,153,2,WH004,3.8,5422.5
326,126,2,WH001,16.57,3383.75
327,142,2,WH005,4.7,577.5
327,117,2,WH004,4.7,175.0
327,122,2,WH003,4.7,2300.0
328,33,1,WH005,3.28,330.0
328,138,1,WH005,3.28,141.25
329,42,1,WH003,3.18,2981.25
329,130,2,WH002,3.18,4157.5
329,10,2,WH003,3.18,3875.0
330,131,1,WH004,2.51,858.75
330,186,1,WH003,2.51,5682.5
330,30,1,WH004,2.51,1993.75
331,11,1,WH001,3.64,270.0
331,90,2,WH003,3.64,3583.75
332,139,2,WH002,3.84,4201.25
333,79,1,WH002,9.5,1150.0
333,150,1,WH004,9.5,2797.5
334,59,2,WH004,4.72,3628.75
335,163,1,WH003,2.34,4237.5
335,51,2,WH005,2.34,3847.5
335,169,2,WH002,2.34,3555.0
336,185,2,WH002,16.49,3157.5
336,173,2,WH003,16.49,943.75
336,73,1,WH004,16.49,3425.0
337,117,2,WH005,3.39,175.0
337,135,1,WH002,3.39,1948.75
337,28,1,WH001,3.39,4865.0
338,6,2,WH004,4.63,2966.25
339,28,2,WH003,1.48,4865.0
340,6,2,WH005,0.47,2966.25
340,110,2,WH004,0.47,1886.25
341,33,2,WH003,4.8,330.0
342,141,2,WH004,6.29,5243.75
342,22,1,WH001,6.29,157.5
342,31,2,WH004,6.29,1008.75
343,13,2,WH003,2.32,753.75
343,58,1,WH004,2.32,3080.0
344,136,2,WH003,2.12,3903.75
344,154,1,WH002,2.12,4885.0
344,164,1,WH003,2.12,682.5
345,153,1,WH003,7.21,5422.5
345,104,1,WH003,7.21,1050.0
346,175,1,WH001,0.53,6167.5
347,22,2,WH003,0.68,157.5
348,43,2,WH003,17.87,5910.0
348,153,1,WH004,17.87,5422.5
348,15,1,WH002,17.87,1635.0
349,40,2,WH004,0.99,670.0
349,175,2,WH003,0.99,6167.5
350,36,2,WH001,6.05,956.25
350,167,1,WH002,6.05,4735.0
351,30,1,WH002,8.18,1993.75
352,167,1,WH001,3.69,4735.0
353,173,2,WH003,0.38,943.75
354,63,2,WH002,4.93,2768.75
354,144,2,WH002,4.93,1075.0
354,81,2,WH001,4.93,1791.25
355,160,2,WH003,3.34,5316.25
355,189,1,WH004,3.34,303.75
356,113,2,WH005,1.57,2206.25
356,40,2,WH005,1.57,670.0
357,70,2,WH001,15.34,3936.25
358,152,1,WH003,2.78,4202.5
358,131,1,WH002,2.78,858.75
359,44,1,WH003,4.38,4363.75
359,8,2,WH003,4.38,3365.0
360,176,2,WH002,5.44,2147.5
360,93,2,WH003,5.44,5316.25
360,34,2,WH002,5.44,231.25
361,74,2,WH005,2.41,1195.0
361,100,2,WH005,2.41,5491.25
362,3,2,WH005,0.24,698.75
